ID,NumAff,NumImm,IDPeriode,MontantDeclaration
90037,AFF0421,IMM05056,202306,-4217.29
90038,AFF0102,IMM04624,202409,-1889.15
90039,AFF0112,IMM07636,202301,-4494.32
90040,AFF0374,IMM09357,202307,-946.3
90041,AFF0381,IMM03521,202403,5480.41
90042,AFF0410,IMM00201,202406,3923.43
90043,AFF0099,IMM01873,202306,2020.34
90044,AFF0220,IMM04885,202406,-2690.64
90045,AFF0377,IMM02430,202302,5328.03
90046,AFF0177,IMM00715,202404,5114.93
90047,AFF0064,IMM06051,202409,4486.56
90048,AFF0157,IMM02985,202403,9956.02
90049,AFF0099,IMM07819,202305,8047.84
90050,AFF0132,IMM05732,202411,7004.84
90051,AFF0415,IMM07444,202412,-3728.77
90052,AFF0396,IMM07259,202301,2105.41
90053,AFF0105,IMM00386,202409,8398.03
90054,AFF0081,IMM01257,202310,-1222.55
90055,AFF0332,IMM06002,202301,-8496.37
90056,AFF0427,IMM04485,202404,-7903.11
90057,AFF0452,IMM02301,202309,-7021.08
90058,AFF0019,IMM02778,202409,-1616.09
90059,AFF0163,IMM04228,202309,-802.41
90060,AFF0296,IMM01973,202411,-2256.91
90061,AFF0062,IMM04876,202304,-3828.17
90062,AFF0191,IMM02750,202409,-7406.92
90063,AFF0158,IMM01833,202310,6120.19
90064,AFF0224,IMM09806,202305,9773.45
90065,AFF0352,IMM09758,202402,-4089.13
90066,AFF0060,IMM04091,202401,-5856.67
90067,AFF0470,IMM05140,202312,501.84
90068,AFF0170,IMM00344,202412,-1268.47
90069,AFF0058,IMM09838,202404,7625.59
90070,AFF0153,IMM09280,202312,2260.65
90071,AFF0264,IMM03388,202311,-1013.94
90072,AFF0018,IMM07172,202401,8406.33
90073,AFF0226,IMM07901,202307,1629.94
90074,AFF0166,IMM09332,202302,5945.31
90075,AFF0012,IMM04307,202410,7342.73
90076,AFF0468,IMM06968,202412,6849.03
90077,AFF0350,IMM08085,202304,7642.58
90078,AFF0196,IMM05893,202405,-9833.14
90079,AFF0265,IMM06630,202307,8548.29
90080,AFF0374,IMM09064,202408,909.42
90081,AFF0430,IMM04838,202401,-4809.19
90082,AFF0101,IMM09576,202406,-437.59
90083,AFF0250,IMM08447,202305,9335.38
90084,AFF0370,IMM03119,202304,8496.87
90085,AFF0413,IMM05585,202308,2295.37
90086,AFF0211,IMM09027,202404,356.74
90087,AFF0313,IMM01992,202407,1129.53
90088,AFF0433,IMM04114,202406,-6772.1
90089,AFF0398,IMM01657,202312,6052.22
90090,AFF0481,IMM03109,202408,-4124.98
90091,AFF0427,IMM00158,202401,-223.79
90092,AFF0075,IMM07907,202401,494.15
90093,AFF0488,IMM05516,202403,-8632.12
90094,AFF0022,IMM01606,202411,-3714.8
90095,AFF0316,IMM08994,202302,-5416.32
90096,AFF0270,IMM00842,202408,-3199.39
90097,AFF0425,IMM09283,202410,4745.01
90098,AFF0128,IMM03710,202304,-6383.61
90099,AFF0238,IMM07449,202311,-3871.66
90100,AFF0489,IMM00704,202403,-6067.8
90101,AFF0497,IMM02530,202301,8601.88
90102,AFF0138,IMM09981,202401,7342.22
90103,AFF0182,IMM00089,202302,3309.78
90104,AFF0075,IMM07198,202309,-7429.57
90105,AFF0091,IMM08501,202401,34.21
90106,AFF0435,IMM03330,202412,-4969.9
90107,AFF0249,IMM05606,202405,1478.38
90108,AFF0384,IMM07554,202409,6685.07
90109,AFF0247,IMM06926,202404,486.9
90110,AFF0154,IMM05397,202303,4918.5
90111,AFF0291,IMM03347,202310,-6457.38
90112,AFF0322,IMM00033,202412,5090.84
90113,AFF0333,IMM05516,202308,-7491.75
90114,AFF0308,IMM09705,202301,7090.17
90115,AFF0389,IMM06799,202405,-336.14
90116,AFF0006,IMM07767,202301,-8279.61
90117,AFF0401,IMM09434,202410,-3533.41
90118,AFF0230,IMM09861,202311,368.72
90119,AFF0114,IMM05548,202307,-667.58
90120,AFF0141,IMM00672,202411,4854.27
90121,AFF0476,IMM07795,202401,6648.35
90122,AFF0091,IMM05790,202401,123.02
90123,AFF0499,IMM08037,202311,9416.94
90124,AFF0038,IMM02541,202303,6028.98
90125,AFF0488,IMM01898,202301,-2290.16
90126,AFF0405,IMM00049,202403,4521.32
90127,AFF0077,IMM03002,202307,1590.18
90128,AFF0413,IMM04339,202402,3664.09
90129,AFF0253,IMM04671,202406,650.36
90130,AFF0137,IMM09848,202402,2307.01
90131,AFF0456,IMM05841,202301,-4077.92
90132,AFF0348,IMM02015,202406,4565.93
90133,AFF0080,IMM05593,202407,4363.69
90134,AFF0465,IMM02174,202305,9406.01
90135,AFF0107,IMM00567,202404,2629.29
90136,AFF0243,IMM06405,202404,-1359.57
90137,AFF0474,IMM02678,202311,1071.99
90138,AFF0485,IMM07724,202403,-178.22
90139,AFF0328,IMM01381,202411,9500.2
90140,AFF0408,IMM03124,202308,-2076.82
90141,AFF0277,IMM08024,202406,7797.29
90142,AFF0358,IMM06021,202304,2392.82
90143,AFF0455,IMM07354,202310,-8424.13
90144,AFF0489,IMM08485,202304,2023.32
90145,AFF0218,IMM02906,202403,-3429.47
90146,AFF0103,IMM09288,202301,6433.94
90147,AFF0383,IMM07749,202310,-8563.26
90148,AFF0476,IMM07421,202303,-9914.96
90149,AFF0309,IMM08444,202301,-5311.83
90150,AFF0246,IMM03145,202406,7165.25
90151,AFF0180,IMM06965,202410,-9613.97
90152,AFF0157,IMM04374,202311,8967.79
90153,AFF0001,IMM02387,202302,9982.86
90154,AFF0301,IMM04229,202405,227.35
90155,AFF0066,IMM02048,202303,-8262.45
90156,AFF0079,IMM06832,202306,5381.57
90157,AFF0243,IMM09987,202408,6396.66
90158,AFF0390,IMM08806,202303,9989.55
90159,AFF0201,IMM05953,202406,3880.82
90160,AFF0227,IMM00078,202301,4505.74
90161,AFF0169,IMM07133,202406,-3200.75
90162,AFF0166,IMM02019,202311,5911.72
90163,AFF0496,IMM04981,202306,2282.21
90164,AFF0458,IMM06333,202307,-6936.71
90165,AFF0103,IMM02978,202304,-3895.49
90166,AFF0471,IMM09761,202304,-36.98
90167,AFF0460,IMM08599,202408,-3453.75
90168,AFF0097,IMM02070,202405,-7165.57
90169,AFF0132,IMM01819,202311,2890.4
90170,AFF0210,IMM05571,202310,-5711.73
90171,AFF0382,IMM04567,202401,-7259.4
90172,AFF0109,IMM01702,202304,2105.73
90173,AFF0094,IMM07800,202304,1302.46
90174,AFF0483,IMM02198,202312,-2334.77
90175,AFF0201,IMM01612,202403,-1083.26
90176,AFF0394,IMM06692,202412,9933.38
90177,AFF0307,IMM05174,202308,6342.64
90178,AFF0336,IMM00851,202310,3798.34
90179,AFF0406,IMM06435,202301,6933.17
90180,AFF0490,IMM01758,202302,9791.42
90181,AFF0383,IMM03399,202410,5434.82
90182,AFF0060,IMM03694,202409,2674.95
90183,AFF0339,IMM09509,202312,7673.43
90184,AFF0212,IMM01896,202309,5808.44
90185,AFF0027,IMM07678,202402,4882.52
90186,AFF0070,IMM06158,202405,-1839.06
90187,AFF0436,IMM04760,202401,5346.5
90188,AFF0463,IMM00986,202410,6808.56
90189,AFF0201,IMM08724,202310,2829.05
90190,AFF0117,IMM07335,202306,3114.71
90191,AFF0131,IMM07391,202311,-7606.09
90192,AFF0096,IMM00732,202307,5909.14
90193,AFF0207,IMM02307,202312,-2674.74
90194,AFF0131,IMM00688,202402,5283.22
90195,AFF0166,IMM01930,202402,9035.28
90196,AFF0236,IMM09402,202306,9107.09
90197,AFF0075,IMM08038,202404,-4353.35
90198,AFF0153,IMM03425,202307,-326.81
90199,AFF0327,IMM02278,202411,2756.46
90200,AFF0362,IMM07945,202311,-8378.84
90201,AFF0078,IMM08887,202301,-4916.69
90202,AFF0107,IMM01244,202411,-426.69
90203,AFF0426,IMM00179,202302,592.52
90204,AFF0153,IMM09700,202402,-5116.22
90205,AFF0296,IMM08513,202401,-6903.1
90206,AFF0178,IMM00429,202306,9742.58
90207,AFF0482,IMM02338,202301,-6987.32
90208,AFF0018,IMM03364,202406,-5852.84
90209,AFF0045,IMM09090,202301,-9625.72
90210,AFF0247,IMM02041,202306,7262.69
90211,AFF0242,IMM08923,202401,1213.62
90212,AFF0253,IMM09624,202301,-5768.48
90213,AFF0390,IMM05061,202308,-6805.94
90214,AFF0214,IMM08800,202410,-7965.47
90215,AFF0163,IMM08386,202409,-215.41
90216,AFF0483,IMM05236,202305,8691.94
90217,AFF0266,IMM02416,202410,7828.34
90218,AFF0159,IMM02664,202410,7860.18
90219,AFF0147,IMM03792,202303,8273.95
90220,AFF0034,IMM00022,202403,-9675.79
90221,AFF0108,IMM03356,202309,-1149.78
90222,AFF0383,IMM08022,202306,7515.14
90223,AFF0136,IMM07422,202411,-1628.29
90224,AFF0111,IMM03302,202307,4742.62
90225,AFF0025,IMM04308,202410,3816.28
90226,AFF0497,IMM09188,202310,-4871.18
90227,AFF0298,IMM08274,202304,-8747.43
90228,AFF0316,IMM09126,202402,2336.35
90229,AFF0132,IMM04016,202312,-7111.4
90230,AFF0489,IMM03412,202306,-3045.54
90231,AFF0201,IMM08294,202310,-4408.15
90232,AFF0210,IMM08202,202307,-8141.15
90233,AFF0104,IMM04741,202402,-3460.88
90234,AFF0043,IMM06705,202406,4309.79
90235,AFF0215,IMM03189,202309,6637.99
90236,AFF0047,IMM05781,202309,2684.0
90237,AFF0341,IMM06973,202307,-430.55
90238,AFF0016,IMM07198,202403,-2997.8
90239,AFF0199,IMM01751,202404,-3399.07
90240,AFF0333,IMM00221,202412,586.29
90241,AFF0376,IMM02999,202407,-9810.66
90242,AFF0401,IMM05152,202401,9686.64
90243,AFF0283,IMM00266,202303,-4563.45
90244,AFF0121,IMM09978,202407,-5626.27
90245,AFF0155,IMM01433,202412,-2035.0
90246,AFF0500,IMM06903,202307,7182.39
90247,AFF0217,IMM03021,202302,2070.22
90248,AFF0319,IMM03084,202409,9387.61
90249,AFF0099,IMM03436,202302,-2413.28
90250,AFF0219,IMM06535,202304,9648.64
90251,AFF0368,IMM04082,202302,-1622.23
90252,AFF0082,IMM05129,202310,8175.69
90253,AFF0043,IMM00822,202403,6400.8
90254,AFF0154,IMM07043,202302,-2104.59
90255,AFF0443,IMM05368,202304,6135.18
90256,AFF0164,IMM05277,202408,-8694.23
90257,AFF0019,IMM05231,202304,-8649.27
90258,AFF0073,IMM03241,202309,7132.67
90259,AFF0401,IMM08532,202305,-1682.47
90260,AFF0071,IMM06670,202305,-4504.49
90261,AFF0018,IMM02641,202308,158.32
90262,AFF0043,IMM05802,202401,6164.4
90263,AFF0424,IMM01029,202302,5125.12
90264,AFF0401,IMM02694,202402,4755.89
90265,AFF0315,IMM02038,202404,-9441.84
90266,AFF0266,IMM03470,202304,-5264.18
90267,AFF0129,IMM08090,202409,-2141.28
90268,AFF0212,IMM07521,202312,881.39
90269,AFF0311,IMM00144,202311,6412.97
90270,AFF0383,IMM07953,202406,4627.09
90271,AFF0128,IMM03136,202303,5392.45
90272,AFF0329,IMM03220,202409,8512.63
90273,AFF0184,IMM02436,202301,9815.14
90274,AFF0123,IMM07885,202410,-181.76
90275,AFF0436,IMM06250,202307,-8366.2
90276,AFF0017,IMM08481,202311,-6128.48
90277,AFF0163,IMM04781,202303,-8385.91
90278,AFF0057,IMM01369,202402,3133.13
90279,AFF0019,IMM05638,202409,9891.52
90280,AFF0339,IMM09330,202305,-7191.2
90281,AFF0056,IMM07774,202407,-2304.09
90282,AFF0415,IMM03427,202312,-2378.86
90283,AFF0067,IMM04705,202407,5867.6
90284,AFF0194,IMM08085,202403,-3848.56
90285,AFF0498,IMM04402,202306,8742.55
90286,AFF0387,IMM01320,202308,-8644.34
90287,AFF0377,IMM08446,202409,-4158.28
90288,AFF0315,IMM00180,202312,9885.62
90289,AFF0015,IMM09931,202405,-3117.12
90290,AFF0195,IMM09785,202308,1480.48
90291,AFF0216,IMM02995,202409,-2360.57
90292,AFF0094,IMM03967,202401,-1024.3
90293,AFF0106,IMM01410,202305,-3410.45
90294,AFF0145,IMM02788,202304,3804.13
90295,AFF0151,IMM02221,202402,8919.69
90296,AFF0366,IMM00406,202403,2567.48
90297,AFF0241,IMM00431,202407,7640.8
90298,AFF0266,IMM08202,202410,7493.2
90299,AFF0013,IMM00610,202412,3818.33
90300,AFF0313,IMM02426,202302,9547.07
90301,AFF0033,IMM07596,202412,-2351.39
90302,AFF0486,IMM07043,202308,36.06
90303,AFF0256,IMM07614,202411,-4562.42
90304,AFF0159,IMM06491,202411,-9979.65
90305,AFF0364,IMM03329,202410,5431.41
90306,AFF0111,IMM01331,202411,2991.04
90307,AFF0307,IMM01956,202408,-1866.14
90308,AFF0125,IMM00477,202402,4416.51
90309,AFF0290,IMM05704,202412,2613.98
90310,AFF0340,IMM01489,202411,5019.4
90311,AFF0052,IMM03254,202403,9066.87
90312,AFF0490,IMM07506,202302,-630.61
90313,AFF0149,IMM05781,202304,-1379.72
90314,AFF0243,IMM04091,202308,533.76
90315,AFF0475,IMM00062,202408,7521.37
90316,AFF0412,IMM09171,202310,-8851.93
90317,AFF0463,IMM06856,202410,-2740.39
90318,AFF0439,IMM00882,202308,766.43
90319,AFF0438,IMM02592,202304,6747.48
90320,AFF0098,IMM06892,202307,-3964.94
90321,AFF0487,IMM06978,202312,8054.72
90322,AFF0372,IMM09335,202309,-9527.72
90323,AFF0424,IMM05776,202305,-4124.96
90324,AFF0039,IMM02670,202311,8559.93
90325,AFF0082,IMM01774,202309,-3780.92
90326,AFF0055,IMM02353,202403,7375.02
90327,AFF0178,IMM01145,202308,8383.47
90328,AFF0393,IMM04538,202305,-3701.31
90329,AFF0438,IMM09304,202312,4378.1
90330,AFF0048,IMM06505,202307,5171.7
90331,AFF0096,IMM07365,202307,583.18
90332,AFF0471,IMM08861,202407,-3045.12
90333,AFF0212,IMM02560,202408,-3700.15
90334,AFF0446,IMM05942,202411,-9852.4
90335,AFF0043,IMM00529,202309,-7943.27
90336,AFF0260,IMM07347,202312,2280.4
90337,AFF0439,IMM05101,202312,-262.81
90338,AFF0360,IMM07273,202305,190.99
90339,AFF0445,IMM01281,202312,4110.67
90340,AFF0218,IMM01845,202308,-1539.19
90341,AFF0437,IMM09079,202411,2583.32
90342,AFF0029,IMM01040,202408,3492.43
90343,AFF0481,IMM00076,202410,2450.13
90344,AFF0380,IMM03307,202307,-8228.51
90345,AFF0031,IMM04868,202407,3093.76
90346,AFF0439,IMM09112,202401,1544.31
90347,AFF0363,IMM08940,202402,1192.71
90348,AFF0128,IMM09039,202305,-8481.88
90349,AFF0023,IMM06881,202311,-625.83
90350,AFF0304,IMM03897,202407,-2856.94
90351,AFF0413,IMM00378,202409,837.41
90352,AFF0375,IMM08250,202412,1171.25
90353,AFF0093,IMM06473,202302,3234.42
90354,AFF0014,IMM00131,202311,7347.29
90355,AFF0389,IMM07298,202408,3999.69
90356,AFF0143,IMM03122,202401,1818.26
90357,AFF0138,IMM03926,202403,-2757.29
90358,AFF0134,IMM03155,202306,-5876.16
90359,AFF0397,IMM08259,202307,-1032.13
90360,AFF0156,IMM07774,202302,-4537.18
90361,AFF0409,IMM08143,202302,9071.81
90362,AFF0330,IMM02487,202309,2484.12
90363,AFF0383,IMM05109,202306,-6097.12
90364,AFF0205,IMM03674,202412,-3301.81
90365,AFF0351,IMM03832,202310,-9345.59
90366,AFF0459,IMM01728,202401,-2204.21
90367,AFF0213,IMM09208,202311,-9419.45
90368,AFF0029,IMM03303,202302,7524.7
90369,AFF0445,IMM06241,202403,-8292.59
90370,AFF0367,IMM03671,202402,5724.98
90371,AFF0350,IMM04381,202409,-7590.11
90372,AFF0043,IMM05284,202407,-6536.65
90373,AFF0239,IMM09419,202409,-8014.88
90374,AFF0086,IMM08721,202403,1902.23
90375,AFF0412,IMM03959,202301,2148.73
90376,AFF0232,IMM01598,202310,-2.65
90377,AFF0331,IMM02244,202412,9246.04
90378,AFF0141,IMM04301,202410,5998.26
90379,AFF0197,IMM09090,202411,7275.58
90380,AFF0353,IMM00897,202403,5966.91
90381,AFF0272,IMM03941,202302,8625.17
90382,AFF0193,IMM03105,202302,3475.02
90383,AFF0266,IMM03674,202307,-4150.63
90384,AFF0451,IMM00757,202301,-3452.79
90385,AFF0174,IMM01163,202308,-2079.22
90386,AFF0069,IMM05019,202404,1803.35
90387,AFF0265,IMM03504,202406,-4959.01
90388,AFF0078,IMM05694,202308,4787.18
90389,AFF0387,IMM00128,202301,-2669.86
90390,AFF0155,IMM03309,202404,6456.77
90391,AFF0012,IMM03397,202405,-5976.04
90392,AFF0184,IMM05747,202311,3925.15
90393,AFF0225,IMM04630,202404,1637.18
90394,AFF0184,IMM01654,202308,3984.8
90395,AFF0036,IMM04410,202406,-8975.48
90396,AFF0344,IMM03173,202401,6143.58
90397,AFF0485,IMM00461,202403,1958.78
90398,AFF0085,IMM05512,202409,-3095.44
90399,AFF0049,IMM08796,202303,-2136.41
90400,AFF0210,IMM09448,202401,355.05
90401,AFF0266,IMM04946,202306,-121.85
90402,AFF0353,IMM05887,202406,-4480.98
90403,AFF0295,IMM08565,202308,614.94
90404,AFF0430,IMM08187,202411,6108.65
90405,AFF0208,IMM02269,202303,-3335.96
90406,AFF0135,IMM05783,202307,3253.97
90407,AFF0185,IMM09060,202402,-3049.39
90408,AFF0061,IMM04868,202411,7653.02
90409,AFF0433,IMM02640,202309,-8891.92
90410,AFF0170,IMM09722,202403,-5660.07
90411,AFF0463,IMM08560,202308,6720.6
90412,AFF0388,IMM00877,202308,-3059.62
90413,AFF0194,IMM09172,202412,9632.92
90414,AFF0206,IMM04638,202412,-3859.71
90415,AFF0015,IMM00265,202405,8002.95
90416,AFF0433,IMM07401,202309,-4290.24
90417,AFF0388,IMM03823,202407,-2596.6
90418,AFF0435,IMM00155,202411,6229.62
90419,AFF0266,IMM08975,202406,-25.27
90420,AFF0068,IMM02330,202311,5940.93
90421,AFF0407,IMM05903,202411,-3146.75
90422,AFF0215,IMM09189,202412,5306.91
90423,AFF0212,IMM01341,202309,-3807.13
90424,AFF0284,IMM01114,202406,1732.2
90425,AFF0443,IMM05183,202306,-3994.06
90426,AFF0414,IMM02739,202305,-6224.81
90427,AFF0180,IMM05874,202403,-1239.3
90428,AFF0130,IMM05510,202411,-1894.54
90429,AFF0251,IMM07018,202307,-1521.39
90430,AFF0419,IMM02744,202311,1995.46
90431,AFF0268,IMM09001,202403,-7646.29
90432,AFF0016,IMM09558,202312,4977.82
90433,AFF0286,IMM09995,202306,8898.52
90434,AFF0210,IMM07291,202412,-1504.76
90435,AFF0124,IMM00784,202401,-3652.44
90436,AFF0176,IMM00886,202402,-2840.16
90437,AFF0114,IMM07081,202412,-9990.91
90438,AFF0072,IMM04564,202401,4850.38
90439,AFF0170,IMM06742,202409,4822.72
90440,AFF0281,IMM06687,202309,-6895.47
90441,AFF0058,IMM08500,202404,-5572.56
90442,AFF0489,IMM07700,202309,-4279.84
90443,AFF0402,IMM06681,202411,2683.41
90444,AFF0096,IMM00184,202310,7873.31
90445,AFF0034,IMM01568,202404,8170.11
90446,AFF0118,IMM05782,202303,8378.83
90447,AFF0459,IMM07475,202404,3030.1
90448,AFF0229,IMM03012,202310,1378.07
90449,AFF0121,IMM01870,202304,-771.67
90450,AFF0451,IMM05050,202403,-1408.76
90451,AFF0075,IMM07797,202406,-8187.29
90452,AFF0244,IMM08815,202409,8063.34
90453,AFF0112,IMM04212,202405,-4000.02
90454,AFF0044,IMM09113,202302,8415.6
90455,AFF0422,IMM00092,202307,3937.04
90456,AFF0307,IMM03941,202406,6424.87
90457,AFF0147,IMM05901,202412,6439.17
90458,AFF0234,IMM03541,202401,8268.72
90459,AFF0039,IMM08381,202410,1374.81
90460,AFF0196,IMM09184,202310,6685.47
90461,AFF0146,IMM09722,202408,91.22
90462,AFF0087,IMM02467,202401,2020.34
90463,AFF0420,IMM09213,202301,6226.89
90464,AFF0372,IMM00608,202308,-9272.08
90465,AFF0308,IMM01368,202407,834.33
90466,AFF0423,IMM03513,202312,-4411.41
90467,AFF0011,IMM03404,202409,6073.38
90468,AFF0027,IMM03917,202405,-2835.92
90469,AFF0288,IMM05782,202308,-5199.86
90470,AFF0017,IMM05346,202410,7561.8
90471,AFF0490,IMM08177,202402,1060.92
90472,AFF0050,IMM09098,202303,5050.2
90473,AFF0080,IMM00846,202402,-7219.34
90474,AFF0322,IMM08889,202310,1482.26
90475,AFF0286,IMM00874,202310,-1517.5
90476,AFF0316,IMM05299,202402,-6637.61
90477,AFF0115,IMM07447,202402,79.4
90478,AFF0211,IMM01616,202309,1748.71
90479,AFF0140,IMM04210,202408,6088.6
90480,AFF0169,IMM09698,202410,-537.84
90481,AFF0023,IMM07286,202310,-7786.75
90482,AFF0284,IMM05648,202409,-1230.98
90483,AFF0449,IMM09541,202404,-9034.22
90484,AFF0397,IMM03985,202407,2335.59
90485,AFF0334,IMM06617,202409,-8169.36
90486,AFF0485,IMM03847,202307,9668.16
90487,AFF0111,IMM01722,202303,-5562.77
90488,AFF0336,IMM06947,202310,5339.38
90489,AFF0194,IMM02126,202408,4646.26
90490,AFF0218,IMM08856,202306,4086.12
90491,AFF0056,IMM07376,202305,4485.55
90492,AFF0006,IMM02401,202306,5121.43
90493,AFF0027,IMM07642,202306,-493.39
90494,AFF0278,IMM04423,202401,-856.41
90495,AFF0072,IMM07648,202302,4087.29
90496,AFF0061,IMM04423,202312,-9828.24
90497,AFF0330,IMM00184,202309,-148.64
90498,AFF0239,IMM09901,202307,-5035.35
90499,AFF0093,IMM08564,202301,-983.75
90500,AFF0323,IMM02001,202307,7497.69
90501,AFF0056,IMM09929,202308,-8253.68
90502,AFF0222,IMM07964,202311,-7813.04
90503,AFF0039,IMM04088,202312,-9230.91
90504,AFF0269,IMM04965,202303,-9451.3
90505,AFF0271,IMM07165,202310,3799.84
90506,AFF0191,IMM02253,202404,5557.72
90507,AFF0145,IMM00105,202311,2420.43
90508,AFF0070,IMM00099,202307,-2719.21
90509,AFF0282,IMM00504,202408,-5662.42
90510,AFF0029,IMM05335,202309,3212.35
90511,AFF0110,IMM00363,202408,6119.04
90512,AFF0074,IMM07959,202411,-7272.46
90513,AFF0359,IMM09620,202307,-9046.83
90514,AFF0321,IMM09752,202403,9160.29
90515,AFF0449,IMM00054,202303,-2985.41
90516,AFF0059,IMM04178,202303,7362.61
90517,AFF0199,IMM00829,202401,4560.03
90518,AFF0280,IMM05162,202407,-5418.59
90519,AFF0349,IMM00192,202305,5790.41
90520,AFF0242,IMM01587,202311,4363.78
90521,AFF0049,IMM01974,202404,-5371.33
90522,AFF0064,IMM00873,202408,-6004.45
90523,AFF0353,IMM00256,202305,-6183.68
90524,AFF0282,IMM07464,202305,-971.21
90525,AFF0054,IMM05696,202302,4001.95
90526,AFF0031,IMM05704,202412,9249.5
90527,AFF0295,IMM04193,202410,276.14
90528,AFF0311,IMM08886,202402,-5130.85
90529,AFF0338,IMM01288,202306,-2236.79
90530,AFF0493,IMM02079,202407,8155.7
90531,AFF0082,IMM01505,202403,-9692.39
90532,AFF0064,IMM02030,202405,-2116.23
90533,AFF0441,IMM08021,202312,893.08
90534,AFF0467,IMM09059,202312,-788.87
90535,AFF0129,IMM08462,202408,5962.81
90536,AFF0423,IMM03520,202411,-2259.76
90537,AFF0270,IMM04935,202408,7207.57
90538,AFF0170,IMM07187,202310,-7881.86
90539,AFF0261,IMM00182,202307,-730.32
90540,AFF0430,IMM03581,202412,1557.27
90541,AFF0263,IMM05039,202412,-593.63
90542,AFF0245,IMM06712,202303,7839.44
90543,AFF0222,IMM00178,202409,9161.7
90544,AFF0387,IMM01403,202308,4740.74
90545,AFF0038,IMM06756,202307,-6250.51
90546,AFF0079,IMM05698,202304,2288.05
90547,AFF0072,IMM02727,202408,7454.22
90548,AFF0028,IMM02479,202308,1097.13
90549,AFF0052,IMM08955,202408,-809.58
90550,AFF0436,IMM08116,202410,7306.87
90551,AFF0489,IMM06149,202312,7745.94
90552,AFF0416,IMM05539,202308,4845.01
90553,AFF0320,IMM01802,202302,2525.03
90554,AFF0101,IMM03032,202401,499.55
90555,AFF0028,IMM02350,202307,-5441.86
90556,AFF0052,IMM01766,202410,8320.05
90557,AFF0354,IMM01870,202408,9791.97
90558,AFF0416,IMM03251,202412,3401.82
90559,AFF0295,IMM05365,202411,9147.0
90560,AFF0067,IMM05234,202406,-7518.61
90561,AFF0107,IMM06932,202306,408.77
90562,AFF0032,IMM05454,202304,8936.95
90563,AFF0003,IMM04585,202404,-8021.38
90564,AFF0493,IMM03091,202312,-3540.49
90565,AFF0084,IMM01655,202304,4556.82
90566,AFF0038,IMM00967,202308,-6941.59
90567,AFF0205,IMM08107,202401,4472.09
90568,AFF0464,IMM00572,202409,1952.4
90569,AFF0062,IMM03093,202312,-7517.57
90570,AFF0284,IMM02006,202401,-7359.53
90571,AFF0093,IMM03026,202404,-3599.81
90572,AFF0295,IMM05915,202404,2780.59
90573,AFF0373,IMM05073,202301,-8878.11
90574,AFF0007,IMM06720,202412,-5638.68
90575,AFF0049,IMM06526,202406,7888.94
90576,AFF0117,IMM05804,202408,-5531.13
90577,AFF0318,IMM09504,202304,-9774.54
90578,AFF0225,IMM01451,202305,4151.06
90579,AFF0017,IMM02837,202401,-1264.82
90580,AFF0092,IMM05482,202302,-5320.63
90581,AFF0278,IMM03415,202307,-7491.45
90582,AFF0096,IMM07534,202402,5305.18
90583,AFF0459,IMM02339,202405,8594.15
90584,AFF0268,IMM07651,202405,7115.28
90585,AFF0293,IMM09172,202402,2556.09
90586,AFF0474,IMM03474,202405,-7599.76
90587,AFF0376,IMM09863,202302,2034.29
90588,AFF0032,IMM09659,202404,7000.17
90589,AFF0184,IMM00043,202307,-7186.55
90590,AFF0315,IMM09625,202311,-6758.49
90591,AFF0256,IMM04834,202403,7351.83
90592,AFF0023,IMM05123,202301,-636.86
90593,AFF0408,IMM01824,202309,-1504.04
90594,AFF0271,IMM04591,202407,9376.33
90595,AFF0227,IMM02805,202401,-9970.34
90596,AFF0259,IMM02595,202308,-6229.81
90597,AFF0200,IMM01472,202310,-5847.13
90598,AFF0337,IMM04149,202310,-5645.77
90599,AFF0352,IMM09930,202305,-3412.32
90600,AFF0142,IMM05288,202311,-4674.34
90601,AFF0392,IMM05344,202405,-7525.57
90602,AFF0241,IMM06507,202409,3335.37
90603,AFF0253,IMM04470,202308,-3991.76
90604,AFF0231,IMM07658,202307,-4440.53
90605,AFF0175,IMM01739,202305,8684.89
90606,AFF0024,IMM01309,202310,9615.26
90607,AFF0171,IMM07129,202408,-4895.12
90608,AFF0420,IMM03877,202306,1772.77
90609,AFF0219,IMM07210,202404,-2963.63
90610,AFF0359,IMM04172,202303,3715.12
90611,AFF0336,IMM08871,202310,2993.29
90612,AFF0409,IMM07310,202405,1828.3
90613,AFF0217,IMM04268,202309,-4045.04
90614,AFF0053,IMM00512,202305,7052.68
90615,AFF0147,IMM07952,202311,6166.02
90616,AFF0411,IMM08733,202407,2253.67
90617,AFF0386,IMM00777,202302,-3752.09
90618,AFF0261,IMM06033,202302,-512.37
90619,AFF0486,IMM03827,202304,1815.88
90620,AFF0082,IMM05152,202409,7384.84
90621,AFF0168,IMM03913,202309,-2618.2
90622,AFF0355,IMM03046,202404,6004.82
90623,AFF0451,IMM03810,202401,-1585.6
90624,AFF0464,IMM03418,202401,-696.29
90625,AFF0081,IMM06675,202312,8820.19
90626,AFF0433,IMM09548,202308,2395.43
90627,AFF0473,IMM08613,202412,1584.3
90628,AFF0262,IMM02050,202403,9179.16
90629,AFF0108,IMM05481,202407,-212.09
90630,AFF0199,IMM03774,202412,-4944.15
90631,AFF0491,IMM09091,202312,4315.23
90632,AFF0045,IMM06627,202301,3427.31
90633,AFF0184,IMM09549,202306,-7852.5
